name,alias,iata,icao,call_sign,country,active,active_2,child_price_rate,
Aero Vodochody,\N,,AOD,AERO CZECH,Czech Republic,false,N,0.3,
Air One Executive,\N,,AOE, ,Italy,false,N,0.3,
Atair Pty Ltd.,\N,,AOF,ATAIR,South Africa,false,N,0.3,
Aero VIP,\N,2D,AOG,AVIP,Argentina,false,N,0.3,
Aeromundo Ejecutivo,\N,,MUN,AEROMUNDO,Mexico,false,N,0.3,
Aerolinea Muri,\N,,MUR,MURI,Mexico,false,N,0.3,
Astoria,\N,,AOI, Inc.,ASTORIA,false,N,0.3,
Aero Rent JSC,\N,,NRO,AEROMASTER,Russia,false,N,0.3,
Aeronord-Grup,\N,,NRP,AERONORD,Moldova,false,N,0.3,
Aeroatlantico Colombia,\N,,AOK,,Colombia,false,N,0.3,
Angkor Airlines,\N,,AOL,ANGKOR AIR,Cambodia,false,N,0.3,
Aero Entreprise,\N,,AON,AERO ENTERPRISE,France,false,N,0.3,
As,\N,,AOO, Opened Joint Stock Company,COMPANY AS,false,N,0.3,
Aeropiloto,\N,,AOP,AEROPILOTO,Portugal,false,N,0.3,
Aeroenlaces Nacionales,\N,,VIV,AEROENLACES,Mexico,false,N,0.3,
Aerovis Airlines,\N,,VIZ,AEROVIZ,Ukraine,false,N,0.3,
Avjet International (FZE),\N,,VJE,,United Arab Emirates,false,N,0.3,
Aerovista Gulf Express,\N,,VGF,VISTA GULF,United Arab Emirates,false,N,0.3,
Air Vegas,\N,6V,VGA,AIR VEGAS,United States,false,N,0.3,
Almaver,\N,,VER,ALMAVER,Mexico,false,N,0.3,
Afro International Ent. Limited,\N,,AOR,INTER-AFRO,Nigeria,false,N,0.3,
Alitalia Express,\N,XM,SMX,ALIEXPRESS,Italy,true,Y,0.3,
Asia Overnight Express,\N,OE,AOT,ASIA OVERNIGHT,Philippines,false,N,0.3,
Air Tractor,\N,,AOU,AIR TRACTOR,Croatia,false,N,0.3,
Aero Vision,\N,,AOV,AEROVISION,France,false,N,0.3,
Aerotaxi Del Valle,\N,,AOX,AEROVALLE,Colombia,false,N,0.3,
Air Park Aviation Ltd.,\N,,APA,CAN-AM,Canada,false,N,0.3,
Airpac Airlines,\N,,APC, Inc.,AIRPAC,false,N,0.3,
Aeroservicios Monterrey,\N,,SVM,SERVIMONTE,Mexico,false,N,0.3,
Amapola Flyg AB,\N,,APF,AMAPOLA,Sweden,false,N,0.3,
Air People International,\N,,APG,AIR PEOPLE,Thailand,false,N,0.3,
Alpha Aviation,\N,,APH, Inc.,AIRFLIGHT,false,N,0.3,
ASA Pesada,\N,,API, Lda.,ASA PESADA,false,N,0.3,
Air Print,\N,,APJ, S.A.,AIR PRINT,false,N,0.3,
Atlantic Airlines,\N,,BJK,BLACKJACK,United States,false,N,0.3,
Aerotransporte Petrolero,\N,,PET,AEROPETRO,Colombia,false,N,0.3,
Aero Flight,\N,GV,ARF,Aero Fox,Germany,true,Y,0.3,
ACM Aviation,\N,,BJT,BAY JET,United States,false,N,0.3,
Aircompany Barcol,\N,,BKL,BARCOL,Russia,false,N,0.3,
All Charter Limited,\N,,BLA,ALL CHARTER,United Kingdom,false,N,0.3,
Appalachian Flying Service,\N,,APL, Inc.,APPALACHIAN,false,N,0.3,
Airpac,\N,,APM, Inc.,ALASKA PACIFIC,false,N,0.3,
Aeropro,\N,,APO,AEROPRO,Canada,false,N,0.3,
Aerolineas Pacifico Atlantico,\N,,APP, S.A. (Apair),AEROPERLAS,false,N,0.3,
Aspen Aviation,\N,,APQ,ASPEN BASE,United States,false,N,0.3,
Aeropuma,\N,,APU, S.A.,AEROPUMA,false,N,0.3,
Air Plan International,\N,,APV,AIR PLAN,Democratic Republic of the Congo,false,N,0.3,
Arrow Air,\N,JW,APW,BIG A,United States,true,Y,0.3,
Apex Air Cargo,\N,,APX,PARCEL EXPRESS,United States,false,N,0.3,
APA Internacional,\N,,APY,APA INTERNACIONAL,Dominican Republic,false,N,0.3,
Aeroatlas,\N,,AQA, S.A.,ATCO,false,N,0.3,
Aquila Air Ltd.,\N,,AQL,AQUILA,Canada,false,N,0.3,
Air Queensland,\N,,AQN,BUSHAIR,Australia,false,N,0.3,
Aluminum Company Of America,\N,,AQO,ALCOA SHUTTLE,United States,false,N,0.3,
Aviones de Renta de Quintana Roo,\N,,AQT, S.A. de C.V.,AVIOQUINTANA,false,N,0.3,
AirQuarius Aviation,\N,,AQU,QUARIUS,South Africa,false,N,0.3,
Aerodyne Charter Company,\N,,AQZ,QUANZA,United States,false,N,0.3,
Arik Air,\N,W3,ARA,ARIK AIR,Nigeria,false,N,0.3,
Avia Air N.V.,\N,,ARB,AVIAIR,Aruba,false,N,0.3,
Air Routing International Corp.,\N,,ARC, ,United States,false,N,0.3,
Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,true,Y,0.3,
Aires,\N,4C,ARE, Aerovias de Integracion Regional, S.A.,true,Y,0.3,
Aerolineas Argentinas,\N,AR,ARG,ARGENTINA,Argentina,true,Y,0.3,
Arrowhead Airways,\N,,ARH,ARROWHEAD,United States,false,N,0.3,
Aero Vics,\N,,ARI,AEROVICS,Mexico,false,N,0.3,
Aerojet de Costa Rica,\N,,ARJ, S.A.,,false,N,0.3,
Antillana De Navegacion Aerea,\N,,SUN,,Dominican Republic,false,N,0.3,
Aeroservicios De San Luis,\N,,SUO,SERVICIO SANLUIS,Mexico,false,N,0.3,
Aerosuper,\N,,SUP,AEROSUPER,Mexico,false,N,0.3,
Aero Link Air Services S.L.,\N,,ARK,LINK SERVICE,Spain,false,N,0.3,
Airlec - Air Aquitaine Transport,\N,,ARL,AIRLEC,France,false,N,0.3,
Aeromarket Express,\N,,ARM,AMEX,Spain,false,N,0.3,
Arrow Aviation Ltd.,\N,,ARO,ARROW,Canada,false,N,0.3,
RPA-Aviataxi Ltd.,\N,,ARP,,Russia,false,N,0.3,
Air Klaipeda,\N,,KLD,AIR KLAIPEDA,Lithuania,false,N,0.3,
Armstrong Air,\N,,ARQ, Inc.,ARMSTRONG,false,N,0.3,
Air Armenia,\N,QN,ARR,AIR ARMENIA,Armenia,false,N,0.3,
Aeromet Servicios,\N,,ARS,METSERVICE,Chile,false,N,0.3,
Aerotal Aerolineas Territoriales de Colombia Ltda,\N,,ART,AEROTAL,Colombia,false,N,0.3,
Aravco Ltd.,\N,,ARV,ARAVCO,United Kingdom,false,N,0.3,
Aria,\N,,ARW,ARIABIRD,France,false,N,0.3,
Air Xpress,\N,,ARX, Inc.,AIREX,false,N,0.3,
Airline Alania,\N,,OST,ALANIA,Russia,false,N,0.3,
Air Tchad,\N,,HTT,HOTEL TANGO,Chad,false,N,0.3,
Aerloineas de Techuacan,\N,,HUC,LINEAS TEHUACAN,Mexico,false,N,0.3,
Aerotransportes Huitzilin,\N,,HUT,AEROHUITZILIN,Mexico,false,N,0.3,
Aero Transportes Del Humaya,\N,,HUY,AERO HUMAYA,Mexico,false,N,0.3,
Argosy Airways,\N,,ARY,GOSEY,United States,false,N,0.3,
Air Resorts,\N,,ARZ,AIR RESORTS,United States,false,N,0.3,
Alaska Airlines,\N,AS,ASA, Inc.,ALASKA,true,Y,0.3,
Air-Spray 1967 Ltd.,\N,,ASB,AIR SPRAY,Canada,false,N,0.3,
Air Star Corporation,\N,,ASC,AIR STAR,Canada,false,N,0.3,
Air Sinai,\N,4D,ASD,AIR SINAI,Egypt,true,Y,0.3,
Airstars,\N,PL,ASE,MOROZOV,Russia,false,N,0.3,
Air Schefferville,\N,,ASF, Inc.,SCHEFF,false,N,0.3,
African Star Airways (PTY) Ltd.,\N,,ASG,AFRICAN STAR,South Africa,false,N,0.3,
Aerosun International,\N,,ASI, Inc.,AEROSUN,false,N,0.3,
Air Satellite,\N,,ASJ,SATELLITE,Canada,false,N,0.3,
Awesome Flight Services (PTY) Ltd.,\N,,ASM,AWESOME,South Africa,false,N,0.3,
Air and Sea Transport,\N,,ASN, ,Russia,false,N,0.3,
Aero Slovakia,\N,,ASO,AERO NITRA,Slovakia,false,N,0.3,
Airsprint,\N,,ASP,AIRSPRINT,Canada,false,N,0.3,
Atlantic Southeast Airlines,\N,EV,ASQ,ACEY,United States,true,Y,0.3,
All Star Airlines,\N,,ASR, Inc.,ALL STAR,false,N,0.3,
Air Class,\N,,ASS, S.A. de C.V.,AIR CLASS,false,N,0.3,
Aerlineas Del Oeste,\N,,AST,AEROESTE,Mexico,false,N,0.3,
Aviones Are,\N,,NRE,AVIONES ARE,Mexico,false,N,0.3,
Air Nepal International,\N,,NPL,AIR NEPAL,Nepal,false,N,0.3,
Air Napier,\N,,NPR,,New Zealand,false,N,0.3,
Air Taxi & Cargo,\N,,WAM,TAXI CARGO,Sudan,false,N,0.3,
Arrow Panama,\N,,WAP,ARROW PANAMA,Panama,false,N,0.3,
Astravia-Bissau Air Transports Ltd.,\N,,ASV,ASTRAVIA,Guinea-Bissau,false,N,0.3,
Astrakhan Airlines,\N,OB,ASZ,AIR ASTRAKHAN,Russia,true,Y,0.3,
Air Transport Association,\N,,ATA,,United States,false,N,0.3,
Atlantair Ltd.,\N,,ATB,STARLITE,Canada,false,N,0.3,
Air Tanzania,\N,TC,ATC,TANZANIA,Tanzania,true,Y,0.3,
Aerotours Dominicana,\N,,ATD,AEROTOURS,Dominican Republic,false,N,0.3,
Atlantis Transportation Services,\N,,ATE, Ltd.,ATLANTIS CANADA,false,N,0.3,
Aerotrans Airline,\N,,ATG,BACHYT,Kazakhstan,false,N,0.3,
Air Charter World,\N,,XAC,,United States,false,N,0.3,
Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,true,Y,0.3,
Air Travel Corp.,\N,,ATH,AIR TRAVEL,United States,false,N,0.3,
Aero-Tropics Air Services,\N,HC,ATI,,Australia,false,N,0.3,
Air Traffic GmbH,\N,,ATJ,SNOOPY,Germany,false,N,0.3,
AeroTACA,\N,,ATK,AEROTACA,Colombia,false,N,0.3,
Aerocentral,\N,,ATL,CENTRALMEX,Mexico,false,N,0.3,
Airlines Of Tasmania,\N,FO,ATM,AIRTAS,Australia,true,Y,0.3,
Air Saint Pierre,\N,PJ,SPM,,France,true,Y,0.3,
Air Transport International,\N,8C,ATN,AIR TRANSPORT,United States,false,N,0.3,
ASTRAL Colombia - Aerotransportes Especiales Ltda.,\N,,ATP,ASTRAL,Colombia,false,N,0.3,
Air Transport Schiphol,\N,,ATQ,MULTI,Netherlands,false,N,0.3,
Aeroferinco,\N,,FEO,FERINCO,Mexico,false,N,0.3,
Aero Taxis Y Servicios Alfe,\N,,FES,AERO ALFE,Mexico,false,N,0.3,
Avialesookhrana,\N,,FFA,AVIALESOOKHRANA,Russia,false,N,0.3,
Africair Service,\N,,FFB,FOXTROT FOXTROT,Senegal,false,N,0.3,
Atlas Airlines,\N,,ATR,ATLAS-AIR,United States,false,N,0.3,
Air Transport Service,\N,,ATS,,Democratic Republic of the Congo,false,N,0.3,
Aer Turas,\N,,ATT,AERTURAS,Ireland,false,N,0.3,
Atlant Aerobatics Ltd.,\N,,ATU,ATLANT HUNGARY,Hungary,false,N,0.3,
Avanti Air,\N,,ATV,AVANTI AIR,Germany,false,N,0.3,
Aero Trades (Western) Ltd.,\N,,ATW,AERO TRADES,Canada,false,N,0.3,
Austrian Airlines,\N,OS,AUA,AUSTRIAN,Austria,true,Y,0.3,
Air Southwest,\N,,WOW,SWALLOW,United Kingdom,true,Y,0.3,
Augsburg Airways,\N,IQ,AUB,AUGSBURG-AIR,Germany,true,Y,0.3,
Air Corporate,\N,,CPV,AIRCORPORATE,Italy,false,N,0.3,
Aviastar-Tu,\N,,TUP,TUPOLEVAIR,Russia,false,N,0.3,
AirBridge Cargo,\N,RU,ABW,AIRBRIDGE CARGO,Russia,false,N,0.3,
ATUR,\N,,TUR,,Ecuador,true,Y,0.3,
ATESA Aerotaxis Ecuatorianos,\N,,TXU,ATESA,Ecuador,false,N,0.3,
Austin Express,\N,,TXX,COWBOY,United States,false,N,0.3,
Audi Air,\N,,AUD, Inc.,AUDI AIR,false,N,0.3,
Augusta Air Luftfahrtunternehmen,\N,,AUF,AUGUSTA,Germany,false,N,0.3,
Abu Dhabi Amiri Flight,\N,MO,AUH,SULTAN,United Arab Emirates,true,Y,0.3,
Aeroflot-Nord,\N,5N,AUL,DVINA,Russia,true,Y,0.3,
Air Atlantic Uruguay,\N,,AUM,ATLAMUR,Uruguay,false,N,0.3,
Aviones Unidos,\N,,AUN,AVIONES UNIDOS,Mexico,false,N,0.3,
Avia Business Group,\N,,AUP,,Russia,false,N,0.3,
Aero Servicios Expecializados,\N,,SVE,AEROESPECIAL,Mexico,false,N,0.3,
Aurigny Air Services,\N,GR,AUR,AYLINE,United Kingdom,true,Y,0.3,
Aus-Air,\N,NO,AUS,,Australia,false,N,0.3,
Austral Lineas Aereas,\N,AU,AUT,AUSTRAL,Argentina,true,Y,0.3,
Aurora Aviation,\N,,AUU, Inc.,AURORA AIR,false,N,0.3,
Air Uganda International Ltd.,\N,,AUX,,Uganda,false,N,0.3,
Aerolineas Uruguayas,\N,,AUY, S.A.,AUSA,false,N,0.3,
Australian Airlines,\N,AO,AUZ,AUSTRALIAN,Australia,false,N,0.3,
Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA, S.A.,AVIANCA,true,Y,0.3,
Aviation Beaufort,\N,,AVB,BEAUPAIR,United Kingdom,false,N,0.3,
Alamo Aviacion,\N,,AVD, S.L.,ALAMO,false,N,0.3,
Aviair Aviation Ltd.,\N,,AVF,CARIBOO,Canada,false,N,0.3,
Air Falcon,\N,,AVG,DJIBOUTI FALCON,Djibouti,false,N,0.3,
AV8 Helicopters,\N,,AVH,KENT HELI,United Kingdom,false,N,0.3,
Avia Traffic Company,\N,,AVJ,ATOMIC,Kyrgyzstan,false,N,0.3,
AV8 Helicopters,\N,,AVK,AVIATE-COPTER,South Africa,false,N,0.3,
Aviacion Ejecutiva Mexicana,\N,,AVM, S.A.,AVEMEX,false,N,0.3,
Air Vanuatu,\N,NF,AVN,AIR VAN,Vanuatu,true,Y,0.3,
Aviation at Work,\N,,AVO,AVIATION WORK,South Africa,false,N,0.3,
Avcorp Registrations,\N,,AVP,AVCORP,United Kingdom,false,N,0.3,
Alfa Aerospace,\N,,LFP,ALFA-SPACE,Australia,false,N,0.3,
Atlantic Airfreight Aviation,\N,,LFR,LANFREIGHT,Sao Tome and Principe,false,N,0.3,
Aerolift Company,\N,,LFT,LIFTCO,Sierra Leone,false,N,0.3,
Aviation Services,\N,,AVQ, Inc.,AQUILINE,false,N,0.3,
Active Aero Charter,\N,,AVR, Inc.,ACTIVE AERO,false,N,0.3,
Avialsa T-35,\N,,AVS,AVIALSA,Spain,false,N,0.3,
Asia Avia Airlines,\N,,AVT,ASIAVIA,Indonesia,false,N,0.3,
Avia Sud A,\N,,AVU,AVIASUD,France,false,N,0.3,
Airvantage Incorporated,\N,,AVV,AIRVANTAGE,United States,false,N,0.3,
Aviator Airways,\N,,AVW,AVIATOR,Greece,false,N,0.3,
Aviapaslauga,\N,,AVX,PASLAUGA,Lithuania,false,N,0.3,
ASL,\N,,XXX,,Belgium,false,N,0.3,
Air Yugoslavia,\N,,YRG,YUGAIR,Serbia,false,N,0.3,
Airlink Zambia,\N,K8,ZAK,,Zambia,false,N,0.3,
Agence Nationale des Aerodromes et de la Meteorologie,\N,,ZZM,,Ivory Coast,false,N,0.3,
Airbus Transport International,\N,,BGA,BELOUGA,France,false,N,0.3,
Air Bangladesh,\N,B9,BGD,AIR BANGLA,Bangladesh,true,Y,0.3,
Aviodetachment-28,\N,,BGF,BULGARIAN,Bulgaria,false,N,0.3,
Aero BG,\N,,BGG,AERO BG,Mexico,false,N,0.3,
Aerotaxis De La Bahia,\N,,BHC,BAHIA,Mexico,false,N,0.3,
Air Mediterranee,\N,DR,BIE,MEDITERRANEE,France,true,Y,0.3,
Aviaservice,\N,,BIV,AVIASERVICE,Georgia,false,N,0.3,
Aerolineas De El Salvador,\N,,SZA,AESA,El Salvador,false,N,0.3,
Swaziland Airlink,\N,,SZL,SWAZILINK,Swaziland,false,N,0.3,
Air Moorea,\N,,TAH,AIR MOOREA,France,true,Y,0.3,
Aerovaradero,\N,,AVY, S.A.,AEROVARADERO,false,N,0.3,
Air Valencia,\N,,AVZ,AIR VALENCIA,Spain,false,N,0.3,
Airways International,\N,,AWB, Inc.,AIRNAT,false,N,0.3,
Airwork,\N,,AWK,AIRWORK,New Zealand,false,N,0.3,
Australian Wetleasing,\N,,AWL,AUSSIEWORLD,Australia,false,N,0.3,
Air Niamey,\N,,AWN,AIR NIAMEY,Niger,false,N,0.3,
Awood Air Ltd.,\N,,AWO,AWOOD AIR,Canada,false,N,0.3,
Arctic Wings And Rotors Ltd.,\N,,AWR,ARCTIC WINGS,Canada,false,N,0.3,
Auo Airclub AIST-M,\N,,ISM,STORK,Russia,false,N,0.3,
Arab Wings,\N,,AWS,ARAB WINGS,Jordan,false,N,0.3,
Air West,\N,,AWT,AIR WEST,Canada,false,N,0.3,
Aeroline GmbH,\N,7E,AWU,SYLT-AIR,Germany,true,Y,0.3,
Airwave Transport,\N,,AWV, Inc.,AIRWAVE,false,N,0.3,
Air Wales,\N,6G,AWW,RED DRAGON,United Kingdom,true,Y,0.3,
Aeroway,\N,,AWY, S.L.,AEROWEE,false,N,0.3,
Air Caraïbes,\N,TX,FWI,FRENCH WEST,France,true,Y,0.3,
AirWest,\N,,AWZ, ,Sudan,false,N,0.3,
Air India Express,\N,IX,AXB,EXPRESS INDIA,India,true,Y,0.3,
Air Express,\N,,AXD,AIR SUDEX,Sudan,false,N,0.3,
Asian Express Airlines,\N,HJ,AXF,FREIGHTEXPRESS,Australia,false,N,0.3,
Aeromexhaga,\N,,AXH,AEROMEXHAGA,Mexico,false,N,0.3,
Aeron International Airlines,\N,,AXI, Inc.,AIR FREIGHTER,false,N,0.3,
African Express Airways,\N,,AXK,EXPRESS JET,Kenya,false,N,0.3,
Air Exel,\N,XT,AXL,EXEL COMMUTER,Netherlands,true,Y,0.3,
AirAsia,Air Asia,AK,AXM,ASIAN EXPRESS,Malaysia,true,Y,0.3,
Alexandair,\N,,AXN,ALEXANDROS,Greece,false,N,0.3,
Aeromax,\N,,AXP,AEROMAX SPAIN,Spain,false,N,0.3,
Action Airlines (Action Air Charter),\N,,AXQ,ACTION AIR,United States,false,N,0.3,
Alberni Airways,\N,,BNI,ALBERNI,Canada,false,N,0.3,
Aerolineas Bonanza,\N,,BNZ,AERO BONANZA,Mexico,false,N,0.3,
Aerobona,\N,,BOC,AEROBONA,Mexico,false,N,0.3,
Aboitiz Air,\N,,BOI,ABAIR,Philippines,false,N,0.3,
Axel Rent,\N,,AXR, S.A.,RENTAXEL,false,N,0.3,
Altus Airlines,\N,,AXS,ALTUS,United States,false,N,0.3,
Aviaxess,\N,,AXV,AXAVIA,France,false,N,0.3,
Avioimpex A.D.p.o.,\N,,AXX,IMPEX,Macedonia,false,N,0.3,
Axis Airways,\N,6V,AXY,AXIS,France,false,N,0.3,
Aladia Airlines,\N,,AYD,AIRLINES ALADIA,Mexico,false,N,0.3,
Aykavia Aircompany,\N,,AYK,,Armenia,false,N,0.3,
Airman,\N,,AYM, S.L.,AIRMAN,false,N,0.3,
Atlantic Airlines,\N,,AYN, S.A.,ATLANTIC NICARAGUA,false,N,0.3,
Awsaj Aviation Services,\N,,AYS,,Libya,false,N,0.3,
Ayeet Aviation & Tourism,\N,,AYT,AYEET,Israel,false,N,0.3,
Atlant-Soyuz Airlines,\N,3G,AYZ,ATLANT-SOYUZ,Russia,true,Y,0.3,
Alitalia,\N,AZ,AZA,ALITALIA,Italy,true,Y,0.3,
Azamat,\N,,AZB,TUMARA,Kazakhstan,false,N,0.3,
Arcus-Air Logistic,\N,ZE,AZE,ARCUS AIR,Germany,false,N,0.3,
Air Zermatt AG,\N,,AZF,AIR ZERMATT,Switzerland,false,N,0.3,
Azalhelikopter,\N,,AZK,AZALHELICOPTER,Azerbaijan,false,N,0.3,
Africa One,\N,,AZL,SKY AFRICA,Zambia,false,N,0.3,
Aerocozumel,\N,,AZM,AEROCOZUMEL,Mexico,false,N,0.3,
Amaszonas,\N,Z8,AZN,,Bolivia,true,Y,0.3,
Arizona Pacific Airways,\N,,AZP,ARIZONA PACIFIC,United States,false,N,0.3,
Aviacon Zitotrans Air Company,\N,,AZS,ZITOTRANS,Russia,false,N,0.3,
Azimut,\N,,AZT, S.A.,AZIMUT,false,N,0.3,
Azov Avia Airlines,\N,,AZV,AZOV AVIA,Ukraine,false,N,0.3,
Air Zimbabwe,\N,UM,AZW,AIR ZIMBABWE,Zimbabwe,true,Y,0.3,
Aero Jomacha,\N,,MHC,AERO JOMACHA,Mexico,false,N,0.3,
Air Memphis,\N,,MHS,AIR MEMPHIS,Egypt,false,N,0.3,
Air Memphis,\N,,MHU,MEPHIS UGANDA,Uganda,false,N,0.3,
Air Marrakech Service,\N,,MKH,AIR MARRAKECH,Morocco,false,N,0.3,
Air Max Africa,\N,,AZX,AZIMA,Gabon,false,N,0.3,
Arizona Airways,\N,,AZY, Inc.,ARIZAIR,false,N,0.3,
Azza Transport,\N,,AZZ,AZZA TRANSPORT,Sudan,false,N,0.3,
Air Continental Inc,\N,,NAR,NIGHT AIR,United States,false,N,0.3,
Antanik-Air,\N,,NAU,ANTANIK,Ukraine,false,N,0.3,
Air Newark,\N,,NER,NEWAIR,United States,false,N,0.3,
Aircraft Support and Services,\N,,NFF,,Lebanon,false,N,0.3,
Aerobanana,\N,,OBA,AEROBANANA,Mexico,false,N,0.3,
Amako Airlines,\N,,OBK,AMAKO AIR,Nigeria,false,N,0.3,
Aserca Airlines,\N,R7,OCA,AROSCA,Venezuela,true,Y,0.3,
Afrique CArgo Service Senegal,\N,,NFS,,Senegal,false,N,0.3,
Angoservice,\N,,NGC,ANGOSERVICE,Angola,false,N,0.3,
Angel Airlines,\N,,NGE,ANGEL AIR,Thailand,false,N,0.3,
Angel Flight America,\N,,NGF,ANGEL FLIGHT,United States,false,N,0.3,
Air Atonabee,\N,,OUL,CITY EXPRESS,Canada,false,N,0.3,
Aero Nova,\N,,OVA,AERONOVA,Spain,false,N,0.3,
Amira Air,\N,,XPE,EXPERT,Austria,false,N,0.3,
Aero Express Intercontinental,\N,,XSS,INTER EXPRESS,Mexico,false,N,0.3,
Advance Aviation Services,\N,,XTJ,,United States,false,N,0.3,
Air Libya Tibesti,\N,,TLR,AIR LIBYA,Libya,false,N,0.3,
Aerovic,\N,,OVC,,Ecuador,false,N,0.3,
Airventure,\N,,RVE,AIRVENTURE,Belgium,false,N,0.3,
Aero Servicios,\N,,RVI,AERO SERVICIOS,Mexico,false,N,0.3,
Airvallee,\N,,RVL,AIR VALLEE,Italy,false,N,0.3,
Aeromover,\N,,OVE,AEROMOVER,Mexico,false,N,0.3,
Aerovias Ejecutivas,\N,,OVI,VIAS EJECUTIVAS,Mexico,false,N,0.3,
Aero Servicio Pity,\N,,PTD,PITY,Mexico,false,N,0.3,
Aero Copter,\N,,PTE,,Mexico,false,N,0.3,
Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,PULKOVO,Russia,true,Y,0.3,
Air Pal,\N,,PLL,AIRPAL,Spain,false,N,0.3,
Air Pullmantur,\N,,PLM,PULLMANTUR,Spain,false,N,0.3,
Aviaexpress,\N,RX,AEH,Avex,Hungary,false,N,0.3,
Aviones Para Servirle,\N,,PSG,SERVIAVIONES,Mexico,false,N,0.3,
Avio Sluzba,\N,,SLU,AVIO SLUZBA,Serbia,false,N,0.3,
Air Scorpio,\N,,SCU,SCORPIO UNIVERS,Bulgaria,false,N,0.3,
Air Spirit,\N,,SIP,AIR SPIRIT,United States,false,N,0.3,
Alatau Airlines,\N,,BMV,OLIGA,Kazakhstan,false,N,0.3,
Aviateca,\N,,GUG,AVIATECA,Guatemala,false,N,0.3,
Aroostook Aviation,\N,,PXX,PINE STATE,United States,false,N,0.3,
Aeropycsa,\N,,PYC,AEROPYCSA,Mexico,false,N,0.3,
Association of Private Pilots of Kazakhstan,\N,,PVK,BORIS,Kazakhstan,false,N,0.3,
The Amiri Flight,\N,,BAH,BAHRAIN,Bahrain,false,N,0.3,
Aero Services,\N,,BAS,AEROSERV,Barbados,false,N,0.3,
Ababeel Aviation,\N,,BBE,BABEL AIR,Sudan,false,N,0.3,
Air Bashkortostan,\N,,BBT,AGYDAL,Russia,false,N,0.3,
Ambulance Air Africa,\N,,MCY,MERCY,South Africa,false,N,0.3,
American Eagle Airlines,\N,MQ,EGF,EAGLE FLIGHT,United States,true,Y,0.3,
Aeropuelche,\N,,PUE,PUELCHE,Chile,false,N,0.3,
Aeroput,\N,,PUT,,Serbia,false,N,0.3,
Azzurra Air,\N,,AZI,AZZURRA,Italy,false,N,0.3,
Airshop,\N,FF,,,Netherlands,false,N,0.3,
African Transport Trading and Investment Company,\N,ML,,,Sudan,false,N,0.3,
AD Aviation,\N,,VUE,FLIGHTVUE,United Kingdom,true,Y,0.3,
Aero Costa Taxi Aereo,\N,,XCT,AEROCOSTAXI,Mexico,false,N,0.3,
Aerovitro,\N,,VRO,AEROVITRO,Mexico,false,N,0.3,
Aerotaxi Villa Rica,\N,,VRI,VILLARICA,Mexico,false,N,0.3,
Aerovega,\N,,VEG,AEROVEGA,Mexico,false,N,0.3,
Aerovilla,\N,,VVG,AEROVILLA,Colombia,false,N,0.3,
Aerolineas Villaverde,\N,,VLR,VILLAVERDE,Mexico,false,N,0.3,
Aero Air,\N,,WIL,WILLIAMETTE,United States,false,N,0.3,
Aero Ejecutivos,\N,,VEJ,VENEJECUTIV,Venezuela,false,N,0.3,
Aero Industries Inc,\N,,WAB,WABASH,United States,false,N,0.3,
Aero Servicios Vanguardia,\N,,VNG,VANGUARDIA,Mexico,false,N,0.3,
Aero Taxi Los Valles,\N,,VAD,VALLES,Spain,false,N,0.3,
Aero Vilamoura,\N,,VMR,AERO VILAMOURA,Portugal,false,N,0.3,
Aero Virel,\N,,VLS,VIREL,Mexico,false,N,0.3,
Aeronautical Radio Inc,\N,,XAA,,United States,false,N,0.3,
Aerovuelox,\N,,VUO,AEROVUELOX,Mexico,false,N,0.3,
Aeronaves TSM,\N,,VTM,AERONAVES TSM,Mexico,false,N,0.3,
Air Ivoire,\N,VU,VUN,AIRIVOIRE,Ivory Coast,true,Y,0.3,
Air Botswana,\N,BP,BOT,BOTSWANA,Botswana,true,Y,0.3,
Air-Rep,\N,,XPR,,United States,false,N,0.3,
Air Excel,\N,,XLL,TINGA-TINGA,Tanzania,false,N,0.3,
Air Evans,\N,,VAE,AIR-EVANS,Spain,false,N,0.3,
Air Sorel,\N,,WHY,AIR SOREL,Canada,false,N,0.3,
Air Net Private Charter,\N,,WDR,WIND RIDER,United States,false,N,0.3,
Air Executive Charter,\N,,XEC,,Germany,false,N,0.3,
Air Foyle,\N,GS,UPA,FOYLE,United Kingdom,true,Y,0.3,
Air Midwest,\N,,VTY,VICTORY,Nigeria,false,N,0.3,
Air Tahiti,\N,VT,VTA,AIR TAHITI,French Polynesia,true,Y,0.3,
Air Urga,\N,3N,URG,URGA,Ukraine,false,N,0.3,
Air Vardar,\N,,VDR,VARDAR,Macedonia,false,N,0.3,
Air VIA,\N,VL,VIM,,Bulgaria,true,Y,0.3,
Air Walser,\N,,WLR,AIRWALSER,Italy,false,N,0.3,
Aircompany Rosavia,\N,,URA,ROSAVIA,Ukraine,false,N,0.3,
Aircraft Performance Group,\N,,XLB,,United States,false,N,0.3,
Airwaves Airlink,\N,,WLA,AIRLIMITED,Zambia,false,N,0.3,
Airways Corporation of New Zealand,\N,,XFX,AIRCORP,New Zealand,false,N,0.3,
Airways,\N,,WAY,GARONNE,France,false,N,0.3,
